Date,PlanningType,Company,store,Brand Code,Budget Sales Amount,Budget Margin Amount,Budget Cost Amount,FashionCOGS
30/04/2022,BUDGET,cocouae,C555,coco,109957.7831,61773.85403,48169.72462,38827.51079
02/05/2022,BUDGET,cocouae,C555,coco,99986.43729,56149.56772,43802.11855,35285.7518
01/04/2022,BUDGET,cocouae,C555,coco,109958.1894,61794.0846,48176.48416,38813.13964
03/04/2022,BUDGET,cocouae,C555,coco,109970.1297,61804.65002,48177.00851,38819.58686
10/04/2022,BUDGET,cocouae,C555,coco,109958.8735,61772.02703,48184.17782,38822.62358
12/04/2022,BUDGET,cocouae,C555,coco,109988.4865,61807.78576,48181.51457,38825.48224
05/05/2022,BUDGET,cocouae,C555,coco,99963.87228,56156.34422,43774.92616,35283.93816
24/03/2022,BUDGET,cocouae,C555,coco,122547.3143,67222.43121,55307.01259,44932.7604
04/04/2022,BUDGET,cocouae,C555,coco,109959.9094,61784.09536,48182.55097,38818.07472
11/04/2022,BUDGET,cocouae,C555,coco,109962.7623,61806.69172,48178.0723,38807.27554
18/04/2022,BUDGET,cocouae,C555,coco,109979.2024,61792.88715,48161.3811,38818.96551
29/04/2022,BUDGET,cocouae,C555,coco,109960.4539,61800.80505,48154.03337,38791.50475
07/04/2022,BUDGET,cocouae,C555,coco,109983.3385,61803.0409,48161.02462,38819.39039
08/04/2022,BUDGET,cocouae,C555,coco,109974.2781,61768.82188,48137.12396,38830.33205
22/04/2022,BUDGET,cocouae,C555,coco,109979.4711,61803.95441,48151.6351,38821.4584
25/04/2022,BUDGET,cocouae,C555,coco,109978.3558,61769.55503,48140.99852,38804.38287
26/04/2022,BUDGET,cocouae,C555,coco,109970.4765,61772.44732,48137.24768,38796.84511
28/04/2022,BUDGET,cocouae,C555,coco,109992.5362,61775.79869,48136.91084,38822.17347
21/05/2022,BUDGET,cocouae,C555,coco,99975.59021,56194.46294,43793.98492,35259.31866
23/05/2022,BUDGET,cocouae,C555,coco,99984.83517,56146.60431,43792.4654,35290.46141
30/05/2022,BUDGET,cocouae,C555,coco,99968.55507,56153.45352,43774.83751,35269.80843
01/06/2022,BUDGET,cocouae,C555,coco,103298.2939,57107.65902,46194.61497,37400.40067
11/05/2022,BUDGET,cocouae,C555,coco,99975.52013,56170.66118,43786.91008,35254.17831
12/05/2022,BUDGET,cocouae,C555,coco,99978.03152,56181.25206,43791.17975,35277.34714
25/05/2022,BUDGET,cocouae,C555,coco,99967.73534,56174.57069,43796.05675,35284.62
26/05/2022,BUDGET,cocouae,C555,coco,99988.40048,56185.81366,43798.65641,35281.97524
29/05/2022,BUDGET,cocouae,C555,coco,99996.83771,56168.95545,43759.75115,35295.01603
12/06/2022,BUDGET,cocouae,C555,coco,103316.4654,57115.44002,46193.05353,37388.134
13/06/2022,BUDGET,cocouae,C555,coco,103298.2107,57107.77865,46158.49749,37379.616
03/05/2022,BUDGET,cocouae,C555,coco,99960.22592,56150.20084,43782.47739,35276.30307
18/05/2022,BUDGET,cocouae,C555,coco,99958.74352,56173.32326,43779.52317,35297.11144
20/05/2022,BUDGET,cocouae,C555,coco,99957.97384,56169.29194,43755.60225,35289.28989
04/06/2022,BUDGET,cocouae,C555,coco,103323.6282,57093.8854,46150.06199,37392.61974
06/06/2022,BUDGET,cocouae,C555,coco,103295.1891,57101.7981,46161.34869,37406.16532
07/05/2022,BUDGET,cocouae,C555,coco,99994.56148,56187.93086,43765.54647,35264.56965
14/05/2022,BUDGET,cocouae,C555,coco,99997.45299,56161.31389,43775.85111,35274.87013
16/05/2022,BUDGET,cocouae,C555,coco,99985.43655,56160.51186,43759.35278,35265.85886
08/06/2022,BUDGET,cocouae,C555,coco,103292.3852,57091.80838,46147.73771,37376.10626
10/06/2022,BUDGET,cocouae,C555,coco,103291.7289,57110.04208,46166.20386,37365.00708
04/05/2022,BUDGET,cocouae,C555,coco,99975.93915,56179.72203,43757.10137,35259.52248
08/05/2022,BUDGET,cocouae,C555,coco,99981.50306,56151.37474,43773.79459,35257.97531
15/05/2022,BUDGET,cocouae,C555,coco,99995.51849,56183.51142,43771.09749,35286.89303
22/05/2022,BUDGET,cocouae,C555,coco,99998.99231,56152.66414,43763.69921,35264.18409
02/06/2022,BUDGET,cocouae,C555,coco,103324.8305,57103.28481,46188.74261,37408.36914
09/06/2022,BUDGET,cocouae,C555,coco,103311.1235,57116.20203,46170.13704,37382.36744
17/05/2022,BUDGET,cocouae,C555,coco,99964.02957,56173.04552,43758.07524,35260.85349
19/05/2022,BUDGET,cocouae,C555,coco,99979.1307,56158.23467,43755.95439,35300.21002
03/06/2022,BUDGET,cocouae,C555,coco,103318.6795,57133.13456,46179.19724,37405.97273
05/06/2022,BUDGET,cocouae,C555,coco,103307.756,57125.81892,46150.91417,37383.85366
30/06/2022,BUDGET,cocouae,C555,coco,103313.6211,57100.53705,46193.40334,37390.91302
01/07/2022,BUDGET,cocouae,C555,coco,80620.08466,41659.81308,38951.29352,32094.40592
15/07/2022,BUDGET,cocouae,C555,coco,80616.35938,41644.33488,38937.848,32074.28007
18/07/2022,BUDGET,cocouae,C555,coco,80607.9621,41648.7728,38918.81382,32058.1669
06/05/2022,BUDGET,cocouae,C555,coco,99952.57885,56166.47322,43794.00171,35264.90771
13/05/2022,BUDGET,cocouae,C555,coco,99964.01157,56190.68217,43786.53119,35280.87154
24/05/2022,BUDGET,cocouae,C555,coco,99952.96678,56159.12367,43800.34757,35272.22006
31/05/2022,BUDGET,cocouae,C555,coco,99983.72215,56163.27016,43788.40108,35269.62944
07/06/2022,BUDGET,cocouae,C555,coco,103300.9055,57129.46199,46157.56545,37384.39335
16/06/2022,BUDGET,cocouae,C555,coco,103314.4704,57127.47722,46181.89158,37380.98982
27/06/2022,BUDGET,cocouae,C555,coco,103289.8683,57090.18598,46160.35989,37367.3483
04/07/2022,BUDGET,cocouae,C555,coco,80599.38097,41633.78872,38948.97711,32067.94527
11/07/2022,BUDGET,cocouae,C555,coco,80596.86716,41664.10103,38954.02728,32072.88897
20/06/2022,BUDGET,cocouae,C555,coco,103285.148,57121.84734,46194.77882,37372.89772
22/06/2022,BUDGET,cocouae,C555,coco,103307.5065,57092.86705,46186.77639,37407.96299
07/07/2022,BUDGET,cocouae,C555,coco,80619.08756,41672.29716,38922.24905,32094.20983
09/07/2022,BUDGET,cocouae,C555,coco,80630.79713,41636.34511,38947.87895,32073.27973
09/05/2022,BUDGET,cocouae,C555,coco,99955.16248,56164.40624,43801.56808,35291.71079
10/05/2022,BUDGET,cocouae,C555,coco,99990.8755,56148.12081,43770.93939,35277.6695
27/05/2022,BUDGET,cocouae,C555,coco,99965.14597,56176.68792,43757.06067,35300.18666
28/05/2022,BUDGET,cocouae,C555,coco,99978.19046,56166.0771,43803.65164,35281.49144
19/06/2022,BUDGET,cocouae,C555,coco,103306.2718,57117.3358,46169.11088,37381.05968
21/06/2022,BUDGET,cocouae,C555,coco,103305.2521,57123.17959,46161.76574,37400.34552
23/06/2022,BUDGET,cocouae,C555,coco,103324.7328,57112.87042,46178.06435,37380.78568
06/07/2022,BUDGET,cocouae,C555,coco,80644.58676,41681.25669,38942.602,32081.39324
08/07/2022,BUDGET,cocouae,C555,coco,80632.67166,41661.28666,38925.59,32066.12338
24/06/2022,BUDGET,cocouae,C555,coco,103333.0862,57113.86953,46166.52052,37367.82464
26/06/2022,BUDGET,cocouae,C555,coco,103327.8198,57135.58301,46163.81493,37399.08909
03/07/2022,BUDGET,cocouae,C555,coco,80631.83135,41644.31131,38938.68752,32069.78499
05/07/2022,BUDGET,cocouae,C555,coco,80615.14788,41660.24694,38912.80868,32092.65746
15/06/2022,BUDGET,cocouae,C555,coco,103285.5513,57123.95271,46175.67277,37393.08658
17/06/2022,BUDGET,cocouae,C555,coco,103330.4037,57111.32177,46155.22372,37380.89776
10/07/2022,BUDGET,cocouae,C555,coco,80612.4666,41673.10703,38947.79372,32071.11102
12/07/2022,BUDGET,cocouae,C555,coco,80603.13623,41661.34364,38945.06609,32081.33915
14/07/2022,BUDGET,cocouae,C555,coco,80613.16041,41672.09915,38950.9023,32059.14885
19/07/2022,BUDGET,cocouae,C555,coco,80634.1267,41668.56705,38953.6816,32075.57075
21/07/2022,BUDGET,cocouae,C555,coco,80640.71901,41643.80003,38935.64821,32106.63095
24/07/2022,BUDGET,cocouae,C555,coco,80635.69243,41640.50481,38955.28443,32063.30967
26/07/2022,BUDGET,cocouae,C555,coco,80633.33481,41639.95484,38918.02526,32086.77846
10/08/2022,BUDGET,cocouae,C555,coco,77409.95028,43485.41029,33899.56501,27317.07566
12/08/2022,BUDGET,cocouae,C555,coco,77394.4932,43470.35401,33882.02567,27313.56893
25/08/2022,BUDGET,cocouae,C555,coco,77386.76453,43487.69042,33902.31246,27324.21184
27/08/2022,BUDGET,cocouae,C555,coco,77390.96899,43484.07038,33894.29842,27305.71255
01/08/2022,BUDGET,cocouae,C555,coco,77391.51708,43459.67467,33864.52941,27293.21863
02/08/2022,BUDGET,cocouae,C555,coco,77376.36606,43489.12171,33890.04669,27314.39491
19/08/2022,BUDGET,cocouae,C555,coco,77416.49837,43504.37699,33875.4155,27315.30975
20/08/2022,BUDGET,cocouae,C555,coco,77391.67998,43476.02314,33885.58591,27301.88422
